Consolidated Code,Fund Code,Fund Name,Fund Ccy,CnPtf Manager,Operation Type,Deal Description,N Entry Ptf,N Entry,Security Mvt Status Code,CNId,Wkn Code,ISIN Code,Sec Name,GTI Code,Investment Ccy,Maturity Date,Contract Number,Trade Date,Value Date,Nav Date,Quantity,Price Local Ccy,Price Ptf Ccy,Fees Local Ccy,Purch Amount local Ccy Gross,Interests Purchased Local Ccy,Purch Amount Local Ccy Net,Purch Amount Fund Currency net,Sales Amount local Currency gross,Interest Sold Local Ccy,Sales Amount Local Ccy Net,Sales Amount Fund Ccy net,Total Gain or Loss,Security Accounting Entry Number,v_Xchge_Rate
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.603.00 117.9 LUTETIA PATRIMOINE I EUR/CAP LU1735,1629,508,30,201443000000,A1CW3R,FR0010816819,LUTETIA PATRIMOINE I EUR/CAP,484,EUR,99991231,-1,20160804,20160808,20160912,-4603.000000,117.900000,117.900000,,0.00,0.00,0.00,0.00,-542693.70,0.00,-542693.70,-542693.70,-7739.56,508,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.603.00 117.9 LUTETIA PATRIMOINE I EUR/CAP LU1735,1384,508,20,201443000000,A1CW3R,FR0010816819,LUTETIA PATRIMOINE I EUR/CAP,484,EUR,99991231,-1,20160804,20160808,20160805,4603.000000,117.900000,117.900000,,0.00,0.00,0.00,0.00,542693.70,0.00,542693.70,542693.70,7739.56,508,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 6.051.00 127.97 DNCA INVEST MIURI-I/CAP LU1735,1401,514,20,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160805,20160809,20160808,6051.000000,127.970000,127.970000,,0.00,0.00,0.00,0.00,774346.47,0.00,774346.47,774346.47,7508.37,514,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 2.073.00 131.53 LEGG WE MAC OP -ACC-X- EUR/CAP LU1735,1531,516,30,907250000000,A1XBA6,IE00BHBFD705,LEGG WE MAC OP -ACC-X- EUR/CAP,485,EUR,99991231,-1,20160907,20160912,20160907,2073.000000,131.530000,131.530000,,0.00,0.00,0.00,0.00,272661.69,0.00,272661.69,272661.69,3876.51,516,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 2.073.00 131.53 LEGG WE MAC OP -ACC-X- EUR/CAP LU1735,1536,516,30,907250000000,A1XBA6,IE00BHBFD705,LEGG WE MAC OP -ACC-X- EUR/CAP,485,EUR,99991231,-1,20160907,20160912,20160907,-2073.000000,131.530000,131.530000,,0.00,0.00,0.00,0.00,-272661.69,0.00,-272661.69,-272661.69,-3876.51,516,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.129.00 116.45 LEGG WE MAC OP-X EUR H/CAP LU1735,1532,517,30,834538000000,A1XBA7,IE00BHBFD812,LEGG WE MAC OP-X EUR H/CAP,485,EUR,99991231,-1,20160907,20160912,20160907,1129.000000,116.450000,116.450000,,0.00,0.00,0.00,0.00,131472.05,0.00,131472.05,131472.05,4617.80,517,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.129.00 116.45 LEGG WE MAC OP-X EUR H/CAP LU1735,1535,517,30,834538000000,A1XBA7,IE00BHBFD812,LEGG WE MAC OP-X EUR H/CAP,485,EUR,99991231,-1,20160907,20160912,20160907,-1129.000000,116.450000,116.450000,,0.00,0.00,0.00,0.00,-131472.05,0.00,-131472.05,-131472.05,-4617.80,517,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.129.00 116.45 LEGG WE MAC OP-X EUR H/CAP LU1735,1537,518,20,834538000000,A1XBA7,IE00BHBFD812,LEGG WE MAC OP-X EUR H/CAP,485,EUR,99991231,-1,20160907,20160912,20160907,1129.000000,116.450000,116.450000,,0.00,0.00,0.00,0.00,131472.05,0.00,131472.05,131472.05,4617.80,518,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 2.073.00 131.53 LEGG WE MAC OP -ACC-X- EUR/CAP LU1735,1538,519,20,907250000000,A1XBA6,IE00BHBFD705,LEGG WE MAC OP -ACC-X- EUR/CAP,485,EUR,99991231,-1,20160907,20160912,20160907,2073.000000,131.530000,131.530000,,0.00,0.00,0.00,0.00,272661.69,0.00,272661.69,272661.69,3876.51,519,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.098.00 118.47 CARMIG EM PATR F CAP LU1735,1541,520,30,817280000000,A1W943,LU0992631647,CARMIG EM PATR F CAP,485,EUR,99991231,-1,20160907,20160912,20160908,1098.000000,118.470000,118.470000,,0.00,0.00,0.00,0.00,130080.06,0.00,130080.06,130080.06,11253.90,520,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.098.00 118.47 CARMIG EM PATR F CAP LU1735,1544,520,30,817280000000,A1W943,LU0992631647,CARMIG EM PATR F CAP,485,EUR,99991231,-1,20160907,20160912,20160908,-1098.000000,118.470000,118.470000,,0.00,0.00,0.00,0.00,-130080.06,0.00,-130080.06,-130080.06,-11253.90,520,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.098.00 118.47 CARMIG EM PATR F CAP LU1735,1545,521,30,817280000000,A1W943,LU0992631647,CARMIG EM PATR F CAP,485,EUR,99991231,-1,20160907,20160912,20160908,1098.000000,118.470000,118.470000,,0.00,0.00,0.00,0.00,130080.06,0.00,130080.06,130080.06,11253.90,521,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.098.00 118.47 CARMIG EM PATR F CAP LU1735,1563,521,30,817280000000,A1W943,LU0992631647,CARMIG EM PATR F CAP,485,EUR,99991231,-1,20160907,20160912,20160908,-1098.000000,118.470000,118.470000,,0.00,0.00,0.00,0.00,-130080.06,0.00,-130080.06,-130080.06,-11253.90,521,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 92.462.00 20.2979 M&G OPT INC AC-C-EU /CAP LU1735,1550,524,30,574033000000,A0MNBV,GB00B1VMD022,M&G OPT INC AC-C-EU /CAP,485,EUR,99991231,-1,20160908,20160913,20160908,92462.000000,20.297900,20.297900,,0.00,0.00,0.00,0.00,1876784.43,0.00,1876784.43,1876784.43,108273.81,524,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 92.462.00 20.2979 M&G OPT INC AC-C-EU /CAP LU1735,1553,524,30,574033000000,A0MNBV,GB00B1VMD022,M&G OPT INC AC-C-EU /CAP,485,EUR,99991231,-1,20160908,20160913,20160908,-92462.000000,20.297900,20.297900,,0.00,0.00,0.00,0.00,-1876784.43,0.00,-1876784.43,-1876784.43,-108273.81,524,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 114.00 4641.35 NN L EM DB LB -I- EUR /DIS LU1735,1551,525,30,262216000000,A1H9SL,LU0577867525,NN L EM DB LB -I- EUR /DIS,485,EUR,99991231,-1,20160908,20160913,20160908,114.000000,4641.350000,4641.350000,,0.00,0.00,0.00,0.00,529113.90,0.00,529113.90,529113.90,12883.14,525,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 114.00 4641.35 NN L EM DB LB -I- EUR /DIS LU1735,1554,525,30,262216000000,A1H9SL,LU0577867525,NN L EM DB LB -I- EUR /DIS,485,EUR,99991231,-1,20160908,20160913,20160908,-114.000000,4641.350000,4641.350000,,0.00,0.00,0.00,0.00,-529113.90,0.00,-529113.90,-529113.90,-12883.14,525,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.462.00 164.87 UBS L BD CO GL QC LU1735,1552,526,20,451892000000,A0YBTS,LU0358423738,UBS L BD CO GL QC,485,EUR,99991231,-1,20160908,20160913,20160908,3462.000000,164.870000,164.870000,,0.00,0.00,0.00,0.00,570779.94,0.00,570779.94,570779.94,20431.38,526,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 92.462.00 20.2979 M&G OPT INC AC-C-EU /CAP LU1735,1555,527,20,574033000000,A0MNBV,GB00B1VMD022,M&G OPT INC AC-C-EU /CAP,485,EUR,99991231,-1,20160908,20160913,20160908,92462.000000,20.297900,20.297900,,0.00,0.00,0.00,0.00,1876784.43,0.00,1876784.43,1876784.43,108273.81,527,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 114.00 4641.35 NN L EM DB LB -I- EUR /DIS LU1735,1556,528,20,262216000000,A1H9SL,LU0577867525,NN L EM DB LB -I- EUR /DIS,485,EUR,99991231,-1,20160908,20160913,20160908,114.000000,4641.350000,4641.350000,,0.00,0.00,0.00,0.00,529113.90,0.00,529113.90,529113.90,12883.14,528,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.098.00 118.47 CARMIG EM PATR F CAP LU1735,1564,531,20,817280000000,A1W943,LU0992631647,CARMIG EM PATR F CAP,485,EUR,99991231,-1,20160907,20160912,20160908,1098.000000,118.470000,118.470000,,0.00,0.00,0.00,0.00,130080.06,0.00,130080.06,130080.06,11253.90,531,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.951.00 128.36 DNCA INVEST MIURI-I/CAP LU1735,1568,533,30,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160908,20160912,20160909,3951.000000,128.360000,128.360000,,0.00,0.00,0.00,0.00,507150.36,0.00,507150.36,507150.36,6443.48,533,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.951.00 128.36 DNCA INVEST MIURI-I/CAP LU1735,1579,533,30,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160908,20160912,20160909,-3951.000000,128.360000,128.360000,,0.00,0.00,0.00,0.00,-507150.36,0.00,-507150.36,-507150.36,-6443.48,533,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.178.00 167.3 BL EMERGING MARKET B CAP LU1735,1569,534,30,198638000000,A0MWCY,LU0309192036,BL EMERGING MARKET B CAP,485,EUR,99991231,-1,20160909,20160913,20160909,1178.000000,167.300000,167.300000,,0.00,0.00,0.00,0.00,197079.40,0.00,197079.40,197079.40,13917.69,534,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.178.00 167.3 BL EMERGING MARKET B CAP LU1735,1580,534,30,198638000000,A0MWCY,LU0309192036,BL EMERGING MARKET B CAP,485,EUR,99991231,-1,20160909,20160913,20160909,-1178.000000,167.300000,167.300000,,0.00,0.00,0.00,0.00,-197079.40,0.00,-197079.40,-197079.40,-13917.69,534,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.392.00 144.64 CGS FMS GE FRM -I- CAP LU1735,1570,535,30,432891000000,A1CW22,LU0501220262,CGS FMS GE FRM -I- CAP,485,EUR,99991231,-1,20160908,20160913,20160909,1392.000000,144.640000,144.640000,,0.00,0.00,0.00,0.00,201338.88,0.00,201338.88,201338.88,16425.91,535,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.392.00 144.64 CGS FMS GE FRM -I- CAP LU1735,1581,535,30,432891000000,A1CW22,LU0501220262,CGS FMS GE FRM -I- CAP,485,EUR,99991231,-1,20160908,20160913,20160909,-1392.000000,144.640000,144.640000,,0.00,0.00,0.00,0.00,-201338.88,0.00,-201338.88,-201338.88,-16425.91,535,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.347.00 127.1 FVS MUL OPP II-IT-EUR/(CAP) LU1735,1573,538,30,950496000000,A1XEQ3,LU1038809049,FVS MUL OPP II-IT-EUR/(CAP),485,EUR,99991231,-1,20160909,20160913,20160909,3347.000000,127.100000,127.100000,,0.00,0.00,0.00,0.00,425403.70,0.00,425403.70,425403.70,23634.10,538,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.347.00 127.1 FVS MUL OPP II-IT-EUR/(CAP) LU1735,1582,538,30,950496000000,A1XEQ3,LU1038809049,FVS MUL OPP II-IT-EUR/(CAP),485,EUR,99991231,-1,20160909,20160913,20160909,-3347.000000,127.100000,127.100000,,0.00,0.00,0.00,0.00,-425403.70,0.00,-425403.70,-425403.70,-23634.10,538,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.211.00 150 UBAM GL HY SOL-IHC-EUR-CAP LU1735,1574,539,30,449203000000,A1JAS2,LU0569863755,UBAM GL HY SOL-IHC-EUR-CAP,485,EUR,99991231,-1,20160908,20160913,20160909,4211.000000,150.000000,150.000000,,0.00,0.00,0.00,0.00,631650.00,0.00,631650.00,631650.00,26948.99,539,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.211.00 150 UBAM GL HY SOL-IHC-EUR-CAP LU1735,1583,539,30,449203000000,A1JAS2,LU0569863755,UBAM GL HY SOL-IHC-EUR-CAP,485,EUR,99991231,-1,20160908,20160913,20160909,-4211.000000,150.000000,150.000000,,0.00,0.00,0.00,0.00,-631650.00,0.00,-631650.00,-631650.00,-26948.99,539,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 70.00 1449.66 CAN BDS EMERG MKTS -I- CAP LU1735,1575,540,30,373575000000,A1H760,LU0594539982,CAN BDS EMERG MKTS -I- CAP,485,EUR,99991231,-1,20160908,20160913,20160909,70.000000,1449.660000,1449.660000,,0.00,0.00,0.00,0.00,101476.20,0.00,101476.20,101476.20,7243.60,540,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 70.00 1449.66 CAN BDS EMERG MKTS -I- CAP LU1735,1584,540,30,373575000000,A1H760,LU0594539982,CAN BDS EMERG MKTS -I- CAP,485,EUR,99991231,-1,20160908,20160913,20160909,-70.000000,1449.660000,1449.660000,,0.00,0.00,0.00,0.00,-101476.20,0.00,-101476.20,-101476.20,-7243.60,540,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 70.00 1449.66 CAN BDS EMERG MKTS -I- CAP LU1735,1585,541,20,373575000000,A1H760,LU0594539982,CAN BDS EMERG MKTS -I- CAP,485,EUR,99991231,-1,20160908,20160913,20160909,70.000000,1449.660000,1449.660000,,0.00,0.00,0.00,0.00,101476.20,0.00,101476.20,101476.20,7243.60,541,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.211.00 150 UBAM GL HY SOL-IHC-EUR-CAP LU1735,1586,542,20,449203000000,A1JAS2,LU0569863755,UBAM GL HY SOL-IHC-EUR-CAP,485,EUR,99991231,-1,20160908,20160913,20160909,4211.000000,150.000000,150.000000,,0.00,0.00,0.00,0.00,631650.00,0.00,631650.00,631650.00,26948.99,542,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.347.00 127.1 FVS MUL OPP II-IT-EUR/(CAP) LU1735,1587,543,20,950496000000,A1XEQ3,LU1038809049,FVS MUL OPP II-IT-EUR/(CAP),485,EUR,99991231,-1,20160909,20160913,20160909,3347.000000,127.100000,127.100000,,0.00,0.00,0.00,0.00,425403.70,0.00,425403.70,425403.70,23634.10,543,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.392.00 144.64 CGS FMS GE FRM -I- CAP LU1735,1588,544,20,432891000000,A1CW22,LU0501220262,CGS FMS GE FRM -I- CAP,485,EUR,99991231,-1,20160908,20160913,20160909,1392.000000,144.640000,144.640000,,0.00,0.00,0.00,0.00,201338.88,0.00,201338.88,201338.88,16425.91,544,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.178.00 167.3 BL EMERGING MARKET B CAP LU1735,1589,545,20,198638000000,A0MWCY,LU0309192036,BL EMERGING MARKET B CAP,485,EUR,99991231,-1,20160909,20160913,20160909,1178.000000,167.300000,167.300000,,0.00,0.00,0.00,0.00,197079.40,0.00,197079.40,197079.40,13917.69,545,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 3.951.00 128.36 DNCA INVEST MIURI-I/CAP LU1735,1590,547,20,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160908,20160912,20160909,3951.000000,128.360000,128.360000,,0.00,0.00,0.00,0.00,507150.36,0.00,507150.36,507150.36,6443.48,547,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.603.00 117.9 LUTETIA PATRIMOINE I EUR/CAP LU1735,1630,563,20,201443000000,A1CW3R,FR0010816819,LUTETIA PATRIMOINE I EUR/CAP,484,EUR,99991231,-1,20160804,20160808,20160912,4603.000000,117.900000,117.900000,,0.00,0.00,0.00,0.00,542693.70,0.00,542693.70,542693.70,7739.56,563,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.794.00 112.2 JPMF EM CORP BD -A-EURH-/CAP LU1735,1690,567,30,431476000000,A1CZZK,LU0512127621,JPMF EM CORP BD -A-EURH-/CAP,485,EUR,99991231,-1,20160922,20160927,20160922,1794.000000,112.200000,112.200000,,0.00,0.00,0.00,0.00,201286.80,0.00,201286.80,201286.80,6141.44,567,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.794.00 112.2 JPMF EM CORP BD -A-EURH-/CAP LU1735,1691,567,30,431476000000,A1CZZK,LU0512127621,JPMF EM CORP BD -A-EURH-/CAP,485,EUR,99991231,-1,20160922,20160927,20160922,-1794.000000,112.200000,112.200000,,0.00,0.00,0.00,0.00,-201286.80,0.00,-201286.80,-201286.80,-6141.44,567,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.794.00 112.2 JPMF EM CORP BD -A-EURH-/CAP LU1735,1692,568,20,431476000000,A1CZZK,LU0512127621,JPMF EM CORP BD -A-EURH-/CAP,485,EUR,99991231,-1,20160922,20160927,20160922,1794.000000,112.200000,112.200000,,0.00,0.00,0.00,0.00,201286.80,0.00,201286.80,201286.80,6141.44,568,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 12.461.06 16.05 PIMCO GIS DIV INCOME-INST-EURH LU1735,1697,569,30,647180000000,A0LFXS,IE00B1JC0H05,PIMCO GIS DIV INCOME-INST-EURH,485,EUR,99991231,-1,20160922,20160923,20160923,12461.059000,16.050000,16.050000,,0.00,0.00,0.00,0.00,200000.00,0.00,200000.00,200000.00,4389.16,569,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 12.461.06 16.05 PIMCO GIS DIV INCOME-INST-EURH LU1735,1705,569,30,647180000000,A0LFXS,IE00B1JC0H05,PIMCO GIS DIV INCOME-INST-EURH,485,EUR,99991231,-1,20160922,20160923,20160923,-12461.059000,16.050000,16.050000,,0.00,0.00,0.00,0.00,-200000.00,0.00,-200000.00,-200000.00,-4389.16,569,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 9.203.87 21.729999 PIMCO TOT-AC IN EU HD LU1735,1698,570,30,577375000000,A0DN68,IE0033989843,PIMCO TOT-AC IN EU HD,485,EUR,99991231,-1,20160922,20160923,20160923,9203.866000,21.729999,21.729999,,0.00,0.00,0.00,0.00,200000.00,0.00,200000.00,200000.00,173.63,570,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 9.203.87 21.729999 PIMCO TOT-AC IN EU HD LU1735,1703,570,30,577375000000,A0DN68,IE0033989843,PIMCO TOT-AC IN EU HD,485,EUR,99991231,-1,20160922,20160923,20160923,-9203.866000,21.729999,21.729999,,0.00,0.00,0.00,0.00,-200000.00,0.00,-200000.00,-200000.00,-173.63,570,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.550.00 129.06 DNCA INVEST MIURI-I/CAP LU1735,1699,571,30,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160922,20160926,20160923,1550.000000,129.060000,129.060000,,0.00,0.00,0.00,0.00,200043.00,0.00,200043.00,200043.00,3612.82,571,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.550.00 129.06 DNCA INVEST MIURI-I/CAP LU1735,1706,571,30,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160922,20160926,20160923,-1550.000000,129.060000,129.060000,,0.00,0.00,0.00,0.00,-200043.00,0.00,-200043.00,-200043.00,-3612.82,571,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.550.00 129.06 DNCA INVEST MIURI-I/CAP LU1735,1707,573,20,491005000000,A12DNW,LU0641746143,DNCA INVEST MIURI-I/CAP,485,EUR,99991231,-1,20160922,20160926,20160923,1550.000000,129.060000,129.060000,,0.00,0.00,0.00,0.00,200043.00,0.00,200043.00,200043.00,3612.82,573,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 9.203.87 21.729999 PIMCO TOT-AC IN EU HD LU1735,1708,574,20,577375000000,A0DN68,IE0033989843,PIMCO TOT-AC IN EU HD,485,EUR,99991231,-1,20160922,20160923,20160923,9203.866000,21.729999,21.729999,,0.00,0.00,0.00,0.00,200000.00,0.00,200000.00,200000.00,173.63,574,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 12.461.06 16.05 PIMCO GIS DIV INCOME-INST-EURH LU1735,1709,575,20,647180000000,A0LFXS,IE00B1JC0H05,PIMCO GIS DIV INCOME-INST-EURH,485,EUR,99991231,-1,20160922,20160923,20160923,12461.059000,16.050000,16.050000,,0.00,0.00,0.00,0.00,200000.00,0.00,200000.00,200000.00,4389.16,575,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.867.00 107.53 AXA WORLD-EMMK SH DUR BD-F H LU1735,1710,576,30,886483000000,A1J0LM,LU0800573262,AXA WORLD-EMMK SH DUR BD-F H,485,EUR,99991231,-1,20160923,20160928,20160923,1867.000000,107.530000,107.530000,,0.00,0.00,0.00,0.00,200758.51,0.00,200758.51,200758.51,5341.47,576,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.867.00 107.53 AXA WORLD-EMMK SH DUR BD-F H LU1735,1711,576,30,886483000000,A1J0LM,LU0800573262,AXA WORLD-EMMK SH DUR BD-F H,485,EUR,99991231,-1,20160923,20160928,20160923,-1867.000000,107.530000,107.530000,,0.00,0.00,0.00,0.00,-200758.51,0.00,-200758.51,-200758.51,-5341.47,576,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 1.867.00 107.53 AXA WORLD-EMMK SH DUR BD-F H LU1735,1712,577,20,886483000000,A1J0LM,LU0800573262,AXA WORLD-EMMK SH DUR BD-F H,485,EUR,99991231,-1,20160923,20160928,20160923,1867.000000,107.530000,107.530000,,0.00,0.00,0.00,0.00,200758.51,0.00,200758.51,200758.51,5341.47,577,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 22.012.00 25.46 TEMP GLB TR  A (ACC) EUR LU1735,1930,581,30,609332000000,A0KEDJ,LU0260870661,TEMP GLB TR  A (ACC) EUR,485,EUR,99991231,-1,20161028,20161102,20161028,22012.000000,25.460000,25.460000,,0.00,0.00,0.00,0.00,560425.52,0.00,560425.52,560425.52,31697.28,581,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 22.012.00 25.46 TEMP GLB TR  A (ACC) EUR LU1735,1933,581,30,609332000000,A0KEDJ,LU0260870661,TEMP GLB TR  A (ACC) EUR,485,EUR,99991231,-1,20161028,20161102,20161028,-22012.000000,25.460000,25.460000,,0.00,0.00,0.00,0.00,-560425.52,0.00,-560425.52,-560425.52,-31697.28,581,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 19.948.00 140.47 LEGG M-WES AG M STR/A-HDG-EUR LU1735,1931,582,30,621615000000,A0M5BU,IE00B23Z7J34,LEGG M-WES AG M STR/A-HDG-EUR,485,EUR,99991231,-1,20161028,20161102,20161028,19948.000000,140.470000,140.470000,,0.00,0.00,0.00,0.00,2802095.56,0.00,2802095.56,2802095.56,51035.59,582,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 19.948.00 140.47 LEGG M-WES AG M STR/A-HDG-EUR LU1735,1935,582,30,621615000000,A0M5BU,IE00B23Z7J34,LEGG M-WES AG M STR/A-HDG-EUR,485,EUR,99991231,-1,20161028,20161102,20161028,-19948.000000,140.470000,140.470000,,0.00,0.00,0.00,0.00,-2802095.56,0.00,-2802095.56,-2802095.56,-51035.59,582,1.00000
LU170C,LU1735,SHELTER INVEST - LOW VOLATILITY,EUR,0,SALE,Sale on stock market ~ 4.212.00 115.36 LEGG WE MAC OP-X EUR H/CAP LU1735,1932,583,30,834538000000,A1XBA7,IE00BHBFD812,LEGG WE MAC OP-X EUR H/CAP,485,EUR,99991231,-1,20161028,20161102,20161028,4212.000000,115.360000,115.360000,,0.00,0.00,0.00,0.00,485896.32,0.00,485896.32,485896.32,12636.71,583,1.00000
