FUND CODE,FUND NAME,ISIN CODE,CURRENCY,NAV DATE,NAV PER SHARE,PREVIOUS NAV,TOTAL NET ASSET,FUND TOTAL NET ASSET,TIS,TOTAL TIS AMOUNT,AMOUNT REDEMPTION,AMOUNT SUBSCRIPTION,QUANTITY REDEMPTION,QUANTITY SUBSCRIPTION
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180326,101.69,101.860000,2501850.99,60875046.02,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180326,98.56,98.720000,56371588.44,60875046.02,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180323,105.92,106.230000,1996122.54,60967121.5,,,0,94856.27,0,892.933
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180323,101.86,102.150000,2506209.19,60967121.5,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180323,98.72,99.000000,56464789.77,60967121.5,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180322,106.23,106.250000,1906934.31,61044823.38,,,0,19231.25,0,181
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180322,102.15,102.180000,2513373.05,61044823.38,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180322,99,99.020000,56624516.02,61044823.38,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180321,106.25,106.250000,1888069.09,61036751.81,,,0,6708.41,0,63.138
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180321,102.18,102.180000,2513902.8,61036751.81,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180321,99.02,99.020000,56634779.92,61036751.81,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180320,106.25,106.440000,1881464.16,61032830.49,,,0,74501.4,0,699.938
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180320,102.18,102.370000,2514087.53,61032830.49,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180320,99.02,99.190000,56637278.8,61032830.49,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180319,106.44,106.470000,1810276.82,61065273.95,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180319,102.37,102.400000,2518563.35,61065273.95,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180319,99.19,99.220000,56736433.78,61065273.95,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180316,106.47,106.470000,1810734.15,61079024.06,,,0,23737.17,0,222.947
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180316,102.4,102.400000,2519342.05,61079024.06,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180316,99.22,99.220000,56748947.86,61079024.06,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180315,106.47,106.560000,1787020.75,61055529.51,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180315,102.4,102.490000,2519422.36,61055529.51,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180315,99.22,99.300000,56749086.4,61055529.51,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180314,106.56,106.680000,1788585.19,61108420.39,,,0,87626.31,0,821.394
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180314,102.49,102.610000,2521675.32,61108420.39,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180314,99.3,99.410000,56798159.88,61108420.39,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180313,106.68,106.640000,1702932.99,61087680.95,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180313,102.61,102.570000,2524506.24,61087680.95,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180313,99.41,99.380000,56860241.72,61087680.95,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180312,106.64,106.550000,1702341.17,61065891.28,,,0,39782.89,0,373.373
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180312,102.57,102.490000,2523676.55,61065891.28,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180312,99.38,99.290000,56839873.56,61065891.28,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180309,106.55,106.360000,1661125.2,60973026.15,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180309,102.49,102.310000,2521695.91,60973026.15,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180309,99.29,99.110000,56790205.04,60973026.15,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180308,106.36,106.320000,1658116.91,60862048.78,,,0,30739.24,0,289.12
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180308,102.31,102.270000,2517178.59,60862048.78,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180308,99.11,99.070000,56686753.28,60862048.78,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180307,106.32,106.250000,1626743.73,60807481.93,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180307,102.27,102.210000,2516263.63,60807481.93,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180307,99.07,99.010000,56664474.57,60807481.93,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180306,106.25,106.210000,1625749.27,60769752.12,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180306,102.21,102.170000,2514772.76,60769752.12,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180306,99.01,98.970000,56629230.09,60769752.12,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180305,106.21,106.440000,1625121.59,60745732.17,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180305,102.17,102.400000,2513848.75,60745732.17,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180305,98.97,99.180000,56606761.83,60745732.17,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180302,106.44,106.680000,1628621.4,60874872.03,,,0,31045.05,0,291.011
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180302,102.4,102.630000,2519404.75,60874872.03,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180302,99.18,99.400000,56726845.88,60874872.03,,,99999.98,0,1006.036,0
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180301,106.68,106.730000,1601267.86,61081247.44,,,4660.15,0,43.663,0
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180301,102.63,102.680000,2525163.01,61081247.44,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180301,99.4,99.450000,56954816.57,61081247.44,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180228,106.73,106.720000,1606683.01,61114151.44,,,0,37359.36,0,350.069
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180228,102.68,102.680000,2526406.36,61114151.44,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180228,99.45,99.440000,56981062.07,61114151.44,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180227,106.72,106.610000,1569182.66,61070868.03,,,0,21150.14,0,198.388
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180227,102.68,102.570000,2526232.35,61070868.03,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180227,99.44,99.330000,56975453.02,61070868.03,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180226,106.61,106.520000,1546397.77,60985535.63,,,0,33359.51,0,313.176
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180226,102.57,102.490000,2523648.09,60985535.63,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180226,99.33,99.250000,56915489.77,60985535.63,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180223,106.52,106.610000,1511743.02,60899416.01,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180223,102.49,102.580000,2521676.36,60899416.01,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180223,99.25,99.330000,56865996.63,60899416.01,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180222,106.61,106.610000,1513069.82,60952304,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180222,102.58,102.580000,2523937.11,60952304,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180222,99.33,99.320000,56915297.07,60952304,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180221,106.61,106.600000,1512945.71,60946744.58,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180221,102.58,102.570000,2523777.61,60946744.58,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180221,99.32,99.310000,56910021.26,60946744.58,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180220,106.6,106.590000,1512827.74,60941432.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180220,102.57,102.560000,2523628.35,60941432.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180220,99.31,99.300000,56904976.21,60941432.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180219,106.59,106.350000,1512670.22,60934526.96,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180219,102.56,102.340000,2523413.36,60934526.96,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180219,99.3,99.080000,56898443.38,60934526.96,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180216,106.35,106.190000,1509363.92,60799666.43,,,0,6063.02,0,57.096
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180216,102.34,102.190000,2518039.86,60799666.43,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180216,99.08,98.930000,56772262.65,60799666.43,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180215,106.19,106.030000,1500979.86,60699550.67,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180215,102.19,102.040000,2514215.13,60699550.67,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180215,98.93,98.780000,56684355.68,60699550.67,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180214,106.03,106.160000,1498773.2,60609756.3,,,0,4472.52,0,42.13
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180214,102.04,102.160000,2510565.86,60609756.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180214,98.78,98.900000,56600417.24,60609756.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180213,106.16,106.100000,1496092.82,60677198.11,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180213,102.16,102.110000,2513615.27,60677198.11,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180213,98.9,98.840000,56667490.02,60677198.11,,,99999.99,0,1011.736,0
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180212,106.1,106.380000,1495246.89,60742331.71,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180212,102.11,102.380000,2512240.99,60742331.71,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180212,98.84,99.100000,56734843.83,60742331.71,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180209,106.38,106.730000,1499111.4,60897636.4,,,0,4433.56,0,41.54
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180209,102.38,102.720000,2518876.22,60897636.4,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180209,99.1,99.430000,56879648.78,60897636.4,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180208,106.73,106.550000,1499693.28,61096344.47,,,0,13284.23,0,124.676
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180208,102.72,102.550000,2527317.44,61096344.47,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180208,99.43,99.260000,57069333.75,61096344.47,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180207,106.55,106.720000,1483883.37,60979604.68,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180207,102.55,102.710000,2523108.08,60979604.68,,,3808.49,0,37.08,0
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180207,99.26,99.410000,56972613.23,60979604.68,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180206,106.72,107.120000,1486177.02,61077106.26,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180206,102.71,103.100000,2530863.84,61077106.26,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180206,99.41,99.780000,57060065.4,61077106.26,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180205,107.12,107.260000,1491788.76,61307163.07,,,0,22143.18,0,206.444
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180205,103.1,103.240000,2540467.49,61307163.07,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180205,99.78,99.910000,57274906.82,61307163.07,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180202,107.26,107.300000,1471606.28,61363896.75,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180202,103.24,103.290000,2543946.37,61363896.75,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180202,99.91,99.950000,57348344.1,61363896.75,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180201,107.3,107.330000,1472207.5,61388399.28,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180201,103.29,103.310000,2545031.86,61388399.28,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180201,99.95,99.970000,57371159.92,61388399.28,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180131,107.33,107.440000,1472538.17,61401622.25,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180131,103.31,103.420000,2545651.53,61401622.25,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180131,99.97,100.080000,57383432.55,61401622.25,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180130,107.44,107.500000,1474131,61467470.79,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180130,103.42,103.490000,2548450.55,61467470.79,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180130,100.08,100.140000,57444889.24,61467470.79,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180129,107.5,107.480000,1474967.34,61501777.44,,,0,2512.77,0,23.379
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180129,103.49,103.470000,2549944.64,61501777.44,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180129,100.14,100.110000,57476865.46,61501777.44,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180126,107.48,107.500000,1472150.6,61484892.48,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180126,103.47,103.490000,2549563.61,61484892.48,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180126,100.11,100.130000,57463178.27,61484892.48,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180125,107.5,107.500000,1472427.7,61495899.47,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180125,103.49,103.490000,2550091.72,61495899.47,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180125,100.13,100.130000,57473380.05,61495899.47,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180124,107.5,107.430000,1472414.1,61494765.49,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180124,103.49,103.430000,2550116.39,61494765.49,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180124,100.13,100.060000,57472235,61494765.49,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180123,107.43,107.400000,1471472.91,61454892.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180123,103.43,103.400000,2548534.49,61454892.3,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180123,100.06,100.030000,57434884.9,61454892.3,,,0,0,0,0
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180122,100.03,100.000000,57416447.78,61435255.78,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180122,107.4,107.370000,1471016.27,61435255.78,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180122,103.4,103.380000,2547791.73,61435255.78,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180119,100,100.000000,57400458.15,61418420.12,,,0,57398573.8,0,573985.738
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180119,107.37,107.370000,1470653.73,61418420.12,,,57399240.32,0,534587.629,0
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180119,103.38,103.380000,2547308.24,61418420.12,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1748902696,EUR,20180118,100,0.000000,100,61417268.48,,,0,100,0,1
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180118,107.37,107.340000,58869864.04,61417268.48,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180118,103.38,103.350000,2547304.44,61417268.48,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180117,107.34,107.300000,58852628.92,61399235.73,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180117,103.35,103.310000,2546606.81,61399235.73,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180116,107.3,107.280000,58828977.18,61374608.68,,,0,999.96,0,9.321
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180116,103.31,103.290000,2545631.5,61374608.68,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180115,107.28,107.250000,58817833.12,61363073.77,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180115,103.29,103.280000,2545240.65,61363073.77,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180112,107.25,107.250000,58804586.87,61349398.58,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180112,103.28,103.280000,2544811.71,61349398.58,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180111,107.25,107.300000,58803789.24,61348614.52,,,0,441.65,0,4.116
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180111,103.28,103.330000,2544825.28,61348614.52,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180110,107.3,107.270000,58831118.52,61377194.15,,,0,1922.71,0,17.924
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180110,103.33,103.300000,2546075.63,61377194.15,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180109,107.27,107.240000,58813356.81,61358795.01,,,0,6717.94,0,62.644
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180109,103.3,103.280000,2545438.2,61358795.01,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180108,107.24,107.150000,58790204.2,61334979.17,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180108,103.28,103.190000,2544774.97,61334979.17,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180105,107.15,107.070000,58737600.48,61280242.4,,,0,1170.6,0,10.933
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180105,103.19,103.110000,2542641.92,61280242.4,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180104,107.07,106.960000,58692584.06,61233375.92,,,2887.92,1273.25,27,11.904
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180104,103.11,103.010000,2540791.86,61233375.92,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180103,106.96,106.930000,58636667.87,61175017.11,,,0,1170.56,0,10.947
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180103,103.01,102.980000,2538349.24,61175017.11,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420264,EUR,20180102,106.93,106.930000,58615960.47,61153511.92,,,,,,
LU1735,SHELTER INVEST - Defensive Income,LU1248420348,EUR,20180102,102.98,102.990000,2537551.45,61153511.92,,,0,8099.55,0,78.644
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180621,97.82,97.830000,3614528.76,9108331.28,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180621,98.38,98.390000,141107.53,9108331.28,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180621,96.81,96.810000,934851.99,9108331.28,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180621,98.34,98.350000,4417843,9108331.28,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180620,97.83,97.900000,3614628.68,9108684.83,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180620,98.39,98.460000,141114.87,9108684.83,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180620,96.81,96.890000,934909.56,9108684.83,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180620,98.35,98.420000,4418031.72,9108684.83,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180619,97.9,97.980000,3617302.28,9115524.03,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180619,98.46,98.550000,141222.7,9115524.03,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180619,96.89,96.970000,935632.83,9115524.03,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180619,98.42,98.500000,4421366.22,9115524.03,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180618,97.98,98.170000,3620166.77,9122854.36,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180618,98.55,98.750000,141339.28,9122854.36,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180618,96.97,97.170000,936414.17,9122854.36,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180618,98.5,98.700000,4424934.14,9122854.36,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180615,98.17,98.210000,3627446.98,9141507.33,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180615,98.75,98.790000,141633.86,9141507.33,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180615,97.17,97.220000,938392.89,9141507.33,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180615,98.7,98.740000,4434033.6,9141507.33,,,0,38212.38,0,387
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180614,97.22,97.180000,938809.58,9107146.85,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180614,98.74,98.710000,4397706.91,9107146.85,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180614,98.79,98.760000,141695.41,9107146.85,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180614,98.21,98.180000,3628934.95,9107146.85,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180613,97.18,97.260000,938482.51,9103767.9,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180613,98.71,98.790000,4396092.54,9103767.9,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180613,98.76,98.840000,141644.7,9103767.9,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180613,98.18,98.250000,3627548.15,9103767.9,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180612,97.26,97.170000,939221.8,9110833.49,,,148184.25,0,1525,0
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180612,98.79,98.690000,4399528.25,9110833.49,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180612,98.84,98.740000,141754.94,9110833.49,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180612,98.25,98.150000,3630328.5,9110833.49,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180611,97.17,97.190000,1086476.64,9249794.22,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374570247,EUR,20180611,98.69,98.710000,4395091.44,9249794.22,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1489408192,EUR,20180611,98.74,98.760000,141613.33,9249794.22,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1748902936,EUR,20180611,98.15,98.170000,3626612.81,9249794.22,,,,,,
LU1935,SHELTER INVEST-BEST OF ALTERNATIVE UCITS,LU1374569660,EUR,20180608,97.19,97.150000,1086784.25,9251792.08,,,,,,
